Gene	Grantham_Distance	Stop_Codon_Alt	Missense_Count	Homolog	Homolog_Description	Homolog_Symbol	Haploblock
Ha412HOChr05g0239141	0	0	0	AT2G32060	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239161	0	0	0	AT1G80760	Encodes a protein with boron transporter activity. It helps to preferentially direct boron to young developing tissues in the shoot, such as immature leaves, under low boron conditions. This boron channel appears to be impermeable to water, unlike the closely related NIP5;1 boron transporter. This protein also allows the transport of glycerol, urea, and formimide but not larger uncharged solutes such as arabitol and sucrose when it is expressed heterologously.	NOD26-LIKE INTRINSIC PROTEIN 6;1 (NIP6;1)	PETPET_05_01
Ha412HOChr05g0239171	596	0	7	AT1G80730	Encodes a zinc finger protein and is expressed at high levels in the shoot apex, including the apical meristem, developing leaves and the developing vascular system. expression induced three days post germination. T-DNA insertion mutant has a dominant phenotype in leaf initiation.	ZINC-FINGER PROTEIN 1 (ZFP1)	PETPET_05_01
Ha412HOChr05g0239181	10	0	1	AT1G80690	PPPDE putative thiol peptidase family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239211	455	0	6	AT5G48150	Member of GRAS gene family. Semi-dominant mutant has a reduced response to far-red light and appears to act early in the phytochrome A signaling pathway.	PHYTOCHROME A SIGNAL TRANSDUCTION 1 (PAT1)	PETPET_05_01
Ha412HOChr05g0239231	309	0	4	AT3G07810	RNA-binding (RRM/RBD/RNP motifs) family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239261	212	0	3	AT1G80570	RNI-like superfamily protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239271	0	0	0	AT2G26000	Encodes a RING domain containing protein BRIZ2. BRIZ1 (At2g42160) and BRIZ2 (At2g26000) proteins form a heteromeric E3 ligase complex required for seed germination and post-germination growth.	BRAP2 RING ZNF UBP DOMAIN-CONTAINING PROTEIN 2 (BRIZ2)	PETPET_05_01
Ha412HOChr05g0239281	187	0	5	AT2G12400	plasma membrane fusion protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239311	27	0	1	AT5G11090	serine-rich protein-like protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239321	0	0	0	AT1G80530	Major facilitator superfamily protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239331	23	0	1	AT1G15760	Sterile alpha motif (SAM) domain-containing protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239341	51	0	2	AT1G80510	Encodes a close relative of the amino acid transporter ANT1 (AT3G11900).		PETPET_05_01
Ha412HOChr05g0239351	0	0	0	AT5G19160	Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).	TRICHOME BIREFRINGENCE-LIKE 11 (TBL11)	PETPET_05_01
Ha412HOChr05g0239361	0	0	0	AT1G15750	Encodes a protein with several WD40 repeats at the C-terminus and predicted protein-protein interaction domains at the N-terminus.  Together with the TOPLESS-RELATED PROTEINS (TPRs), it is thought to be involved in transcriptional repression of root-promoting genes in the top half of the embryo during the transition stage of embryogenesis. It can also interact with IAA12 through the EAR domain of IAA12 and the CTLH domain of TPL. The ability of IAA12 to repress transcription is diminished in a tpl-1 mutant background.	TOPLESS (TPL)	PETPET_05_01
Ha412HOChr05g0239371	0	0	0	AT5G02850	hydroxyproline-rich glycoprotein family protein;(source:Araport11)	MEDIATOR 4 (MED4)	PETPET_05_01
Ha412HOChr05g0239381	0	0	0	AT5G02850	hydroxyproline-rich glycoprotein family protein;(source:Araport11)	MEDIATOR 4 (MED4)	PETPET_05_01
Ha412HOChr05g0239391	116	0	2	AT5G53750	CBS domain-containing protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239401	97	0	2	AT1G52920	Encodes a plasma membrane?localized ABA receptor, which interacts with  the G&#945;&#946;&#947; complex. It has been postulated that the binding of ABA to GCR2 results in the release of the G protein and dissociation of the heterotrimeric complex into G&#945; and the G&#946;&#947; dimer to activate downstream ABA effectors and to trigger the ABA responses.	G PROTEIN COUPLED RECEPTOR (GPCR)	PETPET_05_01
Ha412HOChr05g0239411	0	0	0	AT5G54190	light-dependent NADPH:protochlorophyllide oxidoreductase A	PROTOCHLOROPHYLLIDE OXIDOREDUCTASE A (PORA)	PETPET_05_01
Ha412HOChr05g0239421	23	0	1	AT3G15470	Transducin/WD40 repeat-like superfamily protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239441	0	0	0	AT4G27420	ABC-2 type transporter family protein;(source:Araport11)	ATP-BINDING CASSETTE G9 (ABCG9)	PETPET_05_01
Ha412HOChr05g0239451	94	0	1	AT4G27420	ABC-2 type transporter family protein;(source:Araport11)	ATP-BINDING CASSETTE G9 (ABCG9)	PETPET_05_01
Ha412HOChr05g0239461	226	0	2	AT4G27420	ABC-2 type transporter family protein;(source:Araport11)	ATP-BINDING CASSETTE G9 (ABCG9)	PETPET_05_01
Ha412HOChr05g0239481	0	0	0	AT4G27420	ABC-2 type transporter family protein;(source:Araport11)	ATP-BINDING CASSETTE G9 (ABCG9)	PETPET_05_01
Ha412HOChr05g0239501	46	0	1	AT3G15510	Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2.	NAC DOMAIN CONTAINING PROTEIN  2 (NAC2)	PETPET_05_01
Ha412HOChr05g0239511	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0239531	0	0	0	AT5G54400	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239561	58	0	1	AT5G45900	Component of autophagy conjugation pathway. Required for proper senescence. Contributes to plant basal immunity towards fungal infection.	AUTOPHAGY 7 (APG7)	PETPET_05_01
Ha412HOChr05g0239571	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0239581	0	0	0	AT1G52855	hypothetical protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239601	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0239611	0	0	0	AT5G54380	Encodes THESEUS1 (THE1), a receptor kinase regulated by Brassinosteroids and required for cell elongation during vegetative growth.	THESEUS1 (THE1)	PETPET_05_01
Ha412HOChr05g0239621	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0239631	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0239741	0	0	0	AT3G53580	diaminopimelate epimerase family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239751	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0239831	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0239861	0	0	0	AT4G28190	Encodes a novel Cys-rich protein with a B-box like domain that acts as a negative regulator of meristem cell accumulation in inflorescence and floral meristems as loss-of-function ult1 mutations cause inflorescence meristem enlargement, the production of extra flowers and floral organs, and a decrease in floral meristem determinacy. Acts opposite to CLF which represses AG, but preventing deposition of CLF repressive methylation marks.ULT1 acts as an anti-repressor that counteracts EMF1 action through modulation of histone marks on target genes. Regulates developmental as well as biotic and abiotic stress response genes.	ULTRAPETALA1 (ULT1)	PETPET_05_01
Ha412HOChr05g0239881	0	0	0	AT1G13570	F-box/RNI-like superfamily protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239891	0	0	0	AT1G13570	F-box/RNI-like superfamily protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239901	0	0	0	AT5G46040	Major facilitator superfamily protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239911	112	0	1	AT5G46050	Encodes a di- and tri-peptide transporter involved in responses to wounding, virulent bacterial pathogens, and high NaCl concentrations. The protein is predicted to have 12 transmembrane helicies.	NRT1/ PTR FAMILY 5.2 (NPF5.2)	PETPET_05_01
Ha412HOChr05g0239921	0	0	0	AT5G54310	A member of ARF GAP domain (AGD), A thaliana has 15 members, grouped into four classes.  Regulates membrane trafficking and organ separation.	ARF-GAP DOMAIN 5 (AGD5)	PETPET_05_01
Ha412HOChr05g0239931	22	0	1	AT5G54290	Encodes CcdA, a thylakoid membrane protein required for the transfer of reducing equivalents from stroma to thylakoid lumen.	(CcdA)	PETPET_05_01
Ha412HOChr05g0239941	58	0	1	AT4G32010	Transcriptional repressor involved in the recruitment of PRC2 for genome-wide polycomb silencing.	HSI2-LIKE 1 (HSL1)	PETPET_05_01
Ha412HOChr05g0239951	0	0	0	AT4G27380	hypothetical protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0239961	447	0	8	AT5G54280	Type VII myosin gene	MYOSIN 2 (ATM2)	PETPET_05_01
Ha412HOChr05g0240021	0	0	0	AT2G20900	diacylglycerol kinase 5;(source:Araport11)	DIACYLGLYCEROL KINASE 5 (DGK5)	PETPET_05_01
Ha412HOChr05g0240061	0	0	0	AT4G28130	diacylglycerol kinase 6;(source:Araport11)	DIACYLGLYCEROL KINASE 6 (DGK6)	PETPET_05_01
Ha412HOChr05g0240091	0	0	0	AT2G20900	diacylglycerol kinase 5;(source:Araport11)	DIACYLGLYCEROL KINASE 5 (DGK5)	PETPET_05_01
Ha412HOChr05g0240101	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240111	0	0	0	AT4G27300	S-locus lectin protein kinase family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240131	0	0	0	AT5G54490	Encodes a PINOID (PID)-binding protein containing putative EF-hand calcium-binding motifs.  The interaction is dependent on the presence of calcium. mRNA expression is up-regulated by auxin. Not a phosphorylation target of PID, likely acts upstream of PID to regulate the activity of this protein in response to changes in calcium levels.	PINOID-BINDING PROTEIN 1 (PBP1)	PETPET_05_01
Ha412HOChr05g0240141	0	0	0	AT4G27270	Quinone reductase family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240151	112	0	3	AT3G20640	basic helix-loop-helix (bHLH) DNA-binding superfamily protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240161	399	0	5	AT5G54520	Transducin/WD40 repeat-like superfamily protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240171	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240181	0	0	0	AT2G35680	Encodes a phosphatidylglycerophosphate (PGP) phosphatase involved in the synthesis of plastidial Phosphatidylglycerol (PG) in conjunction with PGPP1 and PTPMT2 in root. PTPMT1 levels were higher in node, cauline leaf, and flower than in root, leaf, and stem.	PROTEIN TYROSINE PHOSPHATASE LOCALIZED TO MITOCHONDRION 1 (PTPMT1)	PETPET_05_01
Ha412HOChr05g0240201	0	0	0	AT1G34300	lectin protein kinase family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240221	0	0	0	AT5G54510	Encodes an IAA-amido synthase that conjugates Ala, Asp, Phe, and Trp to auxin. Lines overexpressing this gene accumulate IAA-ASP and are hypersensitive to several auxins.  Identified as a dominant mutation that displays shorter hypocotyls in light grown plants when compared to wild type siblings. Protein is similar to auxin inducible gene from pea (GH3).	DWARF IN LIGHT 1 (DFL1)	PETPET_05_01
Ha412HOChr05g0240231	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240241	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240251	0	0	0	AT4G36130	Ribosomal protein L2 family;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240261	182	0	4	AT4G27240	zinc finger (C2H2 type) family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240271	64	1	2	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240281	0	0	0	AT1G51060	Encodes HTA10, a histone H2A protein. The mRNA is cell-to-cell mobile.	HISTONE H2A 10 (HTA10)	PETPET_05_01
Ha412HOChr05g0240291	655	0	9	AT5G54650	Encodes a protein with similarity to formins that is involved in cytokinesis. Loss of function mutations exhibit delayed cellularization during endosperm development.  FH5 is expressed in the endosperm and the protein localizes to the cell plate.  FH5 was shown to be a maternally expressed imprinted gene.	FORMIN HOMOLOGY5 (Fh5)	PETPET_05_01
Ha412HOChr05g0240311	0	0	0	AT3G01440	Encodes a subunit of the NAD(P)H complex located in the chloroplast thylakoid lumen.	PHOTOSYNTHETIC NDH  SUBCOMPLEX L 3 (PnsL3)	PETPET_05_01
Ha412HOChr05g0240321	181	0	3	AT5G54730	yeast autophagy 18 F-like protein;(source:Araport11)	HOMOLOG OF YEAST AUTOPHAGY 18 (ATG18) F (G18F)	PETPET_05_01
Ha412HOChr05g0240331	0	0	0	AT1G51100	Chloroplast NADH dehydrogenase assembly protein. Mutants are defective in the accumulation of subcomplex A.	CHLORORESPIRATORY REDUCTION 41 (CRR41)	PETPET_05_01
Ha412HOChr05g0240341	0	0	0	AT3G02350	Encodes a protein with  putative galacturonosyltransferase activity. The mRNA is cell-to-cell mobile.	GALACTURONOSYLTRANSFERASE 9 (GAUT9)	PETPET_05_01
Ha412HOChr05g0240351	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240361	205	0	3	AT4G04790	Tetratricopeptide repeat (TPR)-like superfamily protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240381	24	0	1	AT3G20570	early nodulin-like protein 9;(source:Araport11)	EARLY NODULIN-LIKE PROTEIN 9 (ENODL9)	PETPET_05_01
Ha412HOChr05g0240411	0	0	0	AT3G21710	transmembrane protein;(source:Araport11)	VASCULAR-RELATED UNKNOWN PROTEIN 1 (VUP1)	PETPET_05_01
Ha412HOChr05g0240421	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240451	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240471	0	0	0	AT3G62980	Encodes an auxin receptor that mediates auxin-regulated transcription.  It contains leucine-rich repeats and an F-box and interacts with ASK1, ASK2 and AtCUL1 to form SCF-TIR1, an SCF ubiquitin ligase complex. Related to yeast Grr1p and human SKP2 proteins, involved in ubiquitin-mediated processes. Required for normal response to auxin and repressed in response to flagellin.    As part of the SCF complex and in the presence of auxin, TIR1 interacts with Aux/IAA transcriptional repressor proteins and mediates their degradation. Mutations in TIR1 block auxin stimulation of flavonoid synthesis.	TRANSPORT INHIBITOR RESPONSE 1 (TIR1)	PETPET_05_01
Ha412HOChr05g0240481	0	0	0	AT5G54800	Encodes glucose6-Phosphate/phosphate transporter 1.  Essential for pollen maturation and embryo sac development. The mRNA is cell-to-cell mobile.	GLUCOSE 6-PHOSPHATE/PHOSPHATE TRANSLOCATOR 1 (GPT1)	PETPET_05_01
Ha412HOChr05g0240501	0	0	0	AT5G54840	Monomeric G protein. Expressed in the root quiescent center, flowers, and leaf guard cells and hydathodes.	(SGP1)	PETPET_05_01
Ha412HOChr05g0240521	0	0	0	AT5G54850	hexon;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240541	0	0	0	AT1G50900	Encodes GDC1 (Grana Deficient Chloroplast 1), an ankyrin domain containing protein required fro chloroplast thylakoid grana formation. The mRNA is cell-to-cell mobile.	GRANA DEFICIENT CHLOROPLAST 1 (GDC1)	PETPET_05_01
Ha412HOChr05g0240551	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240561	0	0	0	AT3G20540	Encodes an organellar DNA polymerase I that is also involved in double strand break repair.	POLYMERASE GAMMA 1 (POLGAMMA1)	PETPET_05_01
Ha412HOChr05g0240571	635	0	10	AT3G20540	Encodes an organellar DNA polymerase I that is also involved in double strand break repair.	POLYMERASE GAMMA 1 (POLGAMMA1)	PETPET_05_01
Ha412HOChr05g0240581	0	0	0	AT5G53170	encodes an FtsH protease that is localized to the chloroplast and the mitochondrion	FTSH PROTEASE 11 (FTSH11)	PETPET_05_01
Ha412HOChr05g0240601	0	0	0	AT4G26090	Encodes a plasma membrane protein with  leucine-rich repeat, leucine zipper, and P loop domains that confers resistance to Pseudomonas syringae infection by interacting with the avirulence gene avrRpt2.  RPS2 protein interacts directly with plasma membrane associated protein RIN4 and this interaction is disrupted by avrRpt2. The mRNA is cell-to-cell mobile.	RESISTANT TO P. SYRINGAE 2 (RPS2)	PETPET_05_01
Ha412HOChr05g0240621	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240631	0	0	0	AT1G50430	Mutants are defective in Brassinosteroid biosynthesis (delta7-sterol-C7 reduction step) and have a dwarf phenotype.	DWARF 5 (DWF5)	PETPET_05_01
Ha412HOChr05g0240641	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240661	0	0	0	AT4G26090	Encodes a plasma membrane protein with  leucine-rich repeat, leucine zipper, and P loop domains that confers resistance to Pseudomonas syringae infection by interacting with the avirulence gene avrRpt2.  RPS2 protein interacts directly with plasma membrane associated protein RIN4 and this interaction is disrupted by avrRpt2. The mRNA is cell-to-cell mobile.	RESISTANT TO P. SYRINGAE 2 (RPS2)	PETPET_05_01
Ha412HOChr05g0240671	0	0	0	AT3G18670	Ankyrin repeat family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240681	0	0	0	AT4G27030	Encodes an unusual palmitate desaturase that is highly substrate specific. It introduces a delta-3 trans double bond at palmitate at the sn-2 position of phosphatidylglycerol. The mRNA is cell-to-cell mobile.	FATTY ACID DESATURASE A (FADA)	PETPET_05_01
Ha412HOChr05g0240691	0	0	0	AT4G27030	Encodes an unusual palmitate desaturase that is highly substrate specific. It introduces a delta-3 trans double bond at palmitate at the sn-2 position of phosphatidylglycerol. The mRNA is cell-to-cell mobile.	FATTY ACID DESATURASE A (FADA)	PETPET_05_01
Ha412HOChr05g0240731	273	0	5	AT5G13800	Encodes a pheophytinase that is involved in chlorophyll breakdown. Its transcript levels increase during senescence and pph-1 mutants have a stay-green phenotype.	PHEOPHYTINASE (PPH)	PETPET_05_01
Ha412HOChr05g0240741	481	0	6	AT1G50660	actin cytoskeleton-regulatory complex pan-like protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240751	0	0	0	AT1G50670	OTU-like cysteine protease family protein;(source:Araport11)	OVARIAN TUMOR DOMAIN (OTU)-CONTAINING DUB (DEUBIQUITILATING ENZYME) 2 (OTU2)	PETPET_05_01
Ha412HOChr05g0240761	0	0	0	AT3G20390	Encodes a plastidial RidA (Reactive Intermediate Deaminase A) homolog that hydrolyzes the enamines/imines formed by Thr dehydratase from Ser or Thr. RidA accelerates the deamination of reactive enamine/imine intermediates produced by threonine dehydratase (At3g10050) with threonine or serine as substrates. In the absence of RidA, the serine-derived imine inactivates BCAT3 (At3g49680). RidA thus pre-empts damage to BCAT3 by hydrolyzing the reactive imine before it does damage.	REACTIVE INTERMEDIATE DEAMINASE A (RIDA)	PETPET_05_01
Ha412HOChr05g0240781	0	0	0	AT1G54290	Translation initiation factor SUI1 family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240801	0	0	0	AT5G54980	Uncharacterized protein family (UPF0497);(source:Araport11)	CASP-LIKE PROTEIN 2D1 (CASPL2D1)	PETPET_05_01
Ha412HOChr05g0240811	0	0	0	AT1G62040	Autophagy protein.	AUTOPHAGY 8C (ATG8C)	PETPET_05_01
Ha412HOChr05g0240821	32	0	1	AT5G55040	DNA-binding bromodomain-containing protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240831	0	0	0	AT5G55050	GDSL-motif  esterase/acyltransferase/lipase. Enzyme group with broad substrate specificity that may catalyze acyltransfer or hydrolase reactions with lipid and non-lipid substrates. The mRNA is cell-to-cell mobile.		PETPET_05_01
Ha412HOChr05g0240851	0	0	0	AT5G55050	GDSL-motif  esterase/acyltransferase/lipase. Enzyme group with broad substrate specificity that may catalyze acyltransfer or hydrolase reactions with lipid and non-lipid substrates. The mRNA is cell-to-cell mobile.		PETPET_05_01
Ha412HOChr05g0240871	0	0	0	AT1G45249	Leucine zipper transcription factor that binds to the abscisic acid (ABA)?responsive element (ABRE) motif in the promoter region of ABA-inducible genes. Enhances drought tolerance in vegetative tissues. Required for normal glucose response. Localized in the nucleus.  Expressed constitutively in roots,  leaf vascular tissues, and hydathodes or  in all tissues under stress conditions. It's phosphorylated by a ABA-activated 42-KDa kinase. Overexpression of the phosphorylated active form of AREB1 expressed many ABA-inducible genes, such as RD29B, without ABA treatment.	ABSCISIC ACID RESPONSIVE ELEMENTS-BINDING FACTOR 2 (ABF2)	PETPET_05_01
Ha412HOChr05g0240881	29	0	1	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240891	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240901	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240911	0	0	0	AT5G55050	GDSL-motif  esterase/acyltransferase/lipase. Enzyme group with broad substrate specificity that may catalyze acyltransfer or hydrolase reactions with lipid and non-lipid substrates. The mRNA is cell-to-cell mobile.		PETPET_05_01
Ha412HOChr05g0240921	0	0	0	AT1G12410	Encodes a ClpP-related sequence. Though similar to ClpP proteins, this does not contains the highly conserved catalytic triad of Ser-type proteases (Ser-His-Asp). The name reflects nomenclature described in Adam et. al (2001).	CLP PROTEASE PROTEOLYTIC SUBUNIT 2 (CLP2)	PETPET_05_01
Ha412HOChr05g0240931	135	0	2	AT5G55060	Rab3 GTPase-activating protein catalytic subunit;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0240941	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0240951	0	0	0	AT4G26900	encodes a glutamine amidotransferase and cyclase, catalyzes the fifth and sixth steps of the histidine biosynthetic pathway	HIS HF (AT-HF)	PETPET_05_01
Ha412HOChr05g0240981	0	0	0	AT4G12790	GPN GTPase involved in selective nuclear import of RNA polymerase II.	(GPN3)	PETPET_05_01
Ha412HOChr05g0240991	0	0	0	AT4G12790	GPN GTPase involved in selective nuclear import of RNA polymerase II.	(GPN3)	PETPET_05_01
Ha412HOChr05g0241001	0	0	0	AT2G38940	Encodes Pht1;4, a member of the Pht1 family of phosphate transporters which include: Pht1;1/At5g43350, Pht1;2/At5g43370, Pht1;3/At5g43360, Pht1;4/At2g38940, Pht1;5/At2g32830, Pht1;6/At5g43340, Pht1;7/At3g54700, Pht1;8/At1g20860, Pht1;9/At1g76430 (Plant Journal 2002, 31:341). Expression is upregulated in the shoot of cax1/cax3 mutant and is responsive to phosphate (Pi) and not phosphite (Phi) in roots and shoots. The mRNA is cell-to-cell mobile.	PHOSPHATE TRANSPORTER 1;4 (PHT1;4)	PETPET_05_01
Ha412HOChr05g0241021	74	0	1	AT1G53645	hydroxyproline-rich glycoprotein family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0241041	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0241061	0	0	0	AT3G20800	Cell differentiation, Rcd1-like protein;(source:Araport11)	(NOT9A)	PETPET_05_01
Ha412HOChr05g0241071	0	0	0	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0241081	0	0	0	AT3G21610	Acid phosphatase/vanadium-dependent haloperoxidase-related protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0241091	0	0	0	AT4G26850	Encodes a novel protein involved in ascorbate biosynthesis, which was shown to catalyze the transfer of GMP from GDP-galactose to a variety of hexose-1-phosphate acceptors. Recessive mutation has a reduced amount of vitamin C, lower level of non-photochemical quenching, and reduced rate of conversion of violaxanthin to zeaxanthin in high light.	VITAMIN C DEFECTIVE 2 (VTC2)	PETPET_05_01
Ha412HOChr05g0241101	0	0	0	AT5G55130	putative molybdopterin synthase sulphurylase (cnx5)	CO-FACTOR FOR NITRATE, REDUCTASE AND XANTHINE DEHYDROGENASE 5 (CNX5)	PETPET_05_01
Ha412HOChr05g0241111	627	0	6	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0241121	58	0	1	NA	NA	NA	PETPET_05_01
Ha412HOChr05g0241131	45	0	1	AT4G22340	cytidinediphosphate diacylglycerol synthase 2;(source:Araport11)	CYTIDINEDIPHOSPHATE DIACYLGLYCEROL SYNTHASE 2 (CDS2)	PETPET_05_01
Ha412HOChr05g0241161	0	0	0	AT5G55230	Binds and bundles microtubules. Plays a role in stabilizing anti-parallel microtubules  in the central spindle at anaphase to early cytokinesis but is not essential at the midline of the phragmoplast at later stages. The timing with which the MAP65-1 was targeted to  the spindle appears to be regulated by a phosphorylation sensitive  switch. Enhances microtubule polymerization, promotes nucleation and stabilizes microtubules against cold treatment and dilution.	MICROTUBULE-ASSOCIATED PROTEINS 65-1 (MAP65-1)	PETPET_05_01
Ha412HOChr05g0241171	472	0	5	AT1G50620	RING/FYVE/PHD zinc finger superfamily protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0241181	0	0	0	ATMG01360	cytochrome c oxidase subunit 1	CYTOCHROME  OXIDASE (COX1)	PETPET_05_01
Ha412HOChr05g0241191	0	0	0	AT5G55260	Encodes a protein with similarity to the catalytic subunit of the mammalian PPX protein phospatase.	PROTEIN PHOSPHATASE X 2 (PPX2)	PETPET_05_01
Ha412HOChr05g0241201	0	0	0	AT1G79590	Encodes one of 24 Arabidopsis syntaxins. Its mRNA has been shown to be expressed.	SYNTAXIN OF PLANTS 52 (SYP52)	PETPET_05_01
Ha412HOChr05g0241221	0	0	0	AT5G55290	Member of V-ATPase family. Vacuolar-type H + -ATPase (V-ATPase) is a multisubunit proton pump located on the  endomembranes.	(VHA-E1)	PETPET_05_01
Ha412HOChr05g0241231	0	0	0	AT5G55340	MBOAT (membrane bound O-acyl transferase) family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0241251	443	0	4	AT5G55380	MBOAT (membrane bound O-acyl transferase) family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0241261	0	0	0	AT5G52820	Encodes a NOTCHLESS homolog, a non-ribosomal protein involved in the maturation and assembly of the 60S ribosomal subunit, that is required for female gametogenesis. The mRNA is cell-to-cell mobile.	NOTCHLESS (NLE)	PETPET_05_01
Ha412HOChr05g0241291	0	0	0	AT5G55340	MBOAT (membrane bound O-acyl transferase) family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0241301	145	0	1	AT5G55340	MBOAT (membrane bound O-acyl transferase) family protein;(source:Araport11)		PETPET_05_01
Ha412HOChr05g0241311	0	0	0	AT3G51970	acyl-CoA sterol acyl transferase 1;(source:Araport11)	ACYL-COA STEROL ACYL TRANSFERASE 1 (ASAT1)	PETPET_05_01
Ha412HOChr05g0241321	0	0	0	AT4G05020	Miitochondrial alternative NADH dehydrogenase.	NAD(P)H DEHYDROGENASE B2 (NDB2)	PETPET_05_01
Ha412HOChr05g0241331	187	0	2	AT5G55390	Encodes EDM2 (enhanced downy mildew 2).  The predicted protein bears typical features of transcriptional regulators.  EDM2 contains two putative bipartite nuclear localization signals (NLS) two zinc-finger-like motifs, a Proline-rich region and a large aspartic acid-rich region.  Both zinc-finger-like stretches resemble the PHD (plant homeodomain) finger motif.  Mutations in EDM2 comprise RPP7 mediated resistance against Hyaloperonospora parasitica isolate Hiks1 (HpHiks1).  EDM2 may function as a direct or indirect regulator of RPP7 expression.	ENHANCED DOWNY MILDEW 2 (EDM2)	PETPET_05_01
Ha412HOChr05g0242491	0	0	0	AT1G77120	Catalyzes the reduction of acetaldehyde using NADH as reductant. Requires zinc for activity. Dimer. Anaerobic response polypeptide (ANP). Fermentation. The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide. The mRNA is cell-to-cell mobile.	ALCOHOL DEHYDROGENASE 1 (ADH1)	PETPET_05_01
